timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1683455595184,43141,paypal,200,,payment 5-360,text,true,,453,216,626,2297,http://localhost:9090/pay?id=1,43141,0,0
1683455595211,43179,change password,200,,Account 2-74,text,true,,455,318,716,2299,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,43179,0,0
1683455595598,42799,Get All Invoice,200,,Invoice 1-368,text,true,,2266,198,776,2299,http://localhost:9090/invoice/getAll,42799,0,0
1683455595623,42776,get staff info,200,,staff 6-37,text,true,,633,205,43,2299,http://localhost:9090/getStaffInfo/ngochoai,42776,0,0
1683455595649,42754,cash,200,,payment 5-164,text,true,,494,220,627,2298,http://localhost:9090/payWithCash?id=2,42754,0,0
1683455595267,43228,signin,200,,Account 2-363,text,true,,730,620,716,2299,http://localhost:9090/signin,43228,0,1
1683455595283,43234,paypal,200,,payment 5-361,text,true,,453,216,627,2300,http://localhost:9090/pay?id=1,43234,0,0
1683455595697,42824,Get All Invoice,200,,Invoice 1-369,text,true,,2266,198,777,2300,http://localhost:9090/invoice/getAll,42824,0,0
1683455595366,43395,signin,200,,Account 2-364,text,true,,730,636,718,2307,http://localhost:9090/signin,43395,0,1
1683455595566,43423,signin,200,,Account 2-366,text,true,,730,624,721,2315,http://localhost:9090/signin,43423,0,0
1683455595798,43196,Get All Invoice,200,,Invoice 1-370,text,true,,2266,198,781,2315,http://localhost:9090/invoice/getAll,43196,0,0
1683455595483,43514,paypal,200,,payment 5-363,text,true,,453,216,632,2315,http://localhost:9090/pay?id=1,43514,0,0
1683455595466,43538,signin,200,,Account 2-365,text,true,,730,624,721,2316,http://localhost:9090/signin,43538,0,0
1683455595831,43179,Update Invoice Status,200,,Invoice 1-172,text,true,,709,632,782,2316,http://localhost:9090/invoice/updateStatus,43179,0,0
1683455595834,43177,Get all by username,200,,Invoice 1-81,text,true,,693,228,782,2316,http://localhost:9090/invoice/getAllByUsername?username=HD11300001,43177,0,0
1683455595839,43175,cash,200,,payment 5-165,text,true,,494,220,632,2316,http://localhost:9090/payWithCash?id=2,43175,0,0
1683455595839,43177,get all by username,200,,electricboard 4-6,text,true,,734,226,75,2315,http://localhost:9090/board//getAllByUsername?username=HD11300001,43177,0,0
1683455595507,43537,user login,200,,Account 2-166,text,true,,743,646,721,2314,http://localhost:9090/signin,43536,0,0
1683455595666,43399,signin,200,,Account 2-367,text,true,,730,628,721,2314,http://localhost:9090/signin,43399,0,0
1683455595874,43195,Update Invoice Status,200,,Invoice 1-173,text,true,,709,628,782,2315,http://localhost:9090/invoice/updateStatus,43195,0,0
1683455595583,43490,paypal,200,,payment 5-364,text,true,,453,216,631,2315,http://localhost:9090/pay?id=1,43490,0,1
1683455595898,43178,Get All Invoice,200,,Invoice 1-371,text,true,,2266,198,782,2315,http://localhost:9090/invoice/getAll,43178,0,0
1683455595382,43848,paypal,200,,payment 5-362,text,true,,453,216,633,2321,http://localhost:9090/pay?id=1,43848,0,1
1683455595683,43574,paypal,200,,payment 5-365,text,true,,453,216,633,2322,http://localhost:9090/pay?id=1,43574,0,0
1683455595766,43547,signin,200,,Account 2-368,text,true,,730,612,724,2325,http://localhost:9090/signin,43547,0,0
1683455595998,43320,Get All Invoice,200,,Invoice 1-372,text,true,,2266,198,785,2325,http://localhost:9090/invoice/getAll,43320,0,0
1683455595783,43756,paypal,200,,payment 5-366,text,true,,453,216,636,2331,http://localhost:9090/pay?id=1,43756,0,0
1683455595827,43852,user login,200,,Account 2-168,text,true,,743,606,728,2336,http://localhost:9090/signin,43852,0,0
1683455596099,43583,Get All Invoice,200,,Invoice 1-373,text,true,,2266,198,788,2336,http://localhost:9090/invoice/getAll,43583,0,0
1683455595917,43834,change password,200,,Account 2-75,text,true,,455,318,728,2338,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,43834,0,0
1683455596128,43629,cash,200,,payment 5-166,text,true,,494,220,638,2337,http://localhost:9090/payWithCash?id=2,43629,0,0
1683455596136,43624,get customer info,200,,customer 3-18,text,true,,676,210,64,2336,http://localhost:9090/getCustomerInfo/HD11300001,43624,0,0
1683455596132,43634,Update Invoice Status,200,,Invoice 1-174,text,true,,709,628,789,2335,http://localhost:9090/invoice/updateStatus,43633,0,0
1683455595827,43974,user login,200,,Account 2-167,text,true,,743,634,728,2338,http://localhost:9090/signin,43974,0,0
1683455595884,43936,paypal,200,,payment 5-367,text,true,,453,216,638,2338,http://localhost:9090/pay?id=1,43936,0,0
1683455596199,43625,Get All Invoice,200,,Invoice 1-374,text,true,,2266,198,790,2338,http://localhost:9090/invoice/getAll,43625,0,0
1683455595866,43960,signin,200,,Account 2-369,text,true,,730,632,728,2338,http://localhost:9090/signin,43960,0,0
1683455596219,43611,get list customer info,200,,customer 3-38,text,true,,2096,204,63,2338,http://localhost:9090/getListCustomersInfo,43610,0,0
1683455596227,43604,Get all by username,200,,Invoice 1-82,text,true,,693,228,790,2338,http://localhost:9090/invoice/getAllByUsername?username=HD11300001,43604,0,0
1683455595870,43995,user login,200,,Account 2-169,text,true,,743,638,729,2339,http://localhost:9090/signin,43995,0,0
1683455596243,43640,create,200,,electricboard 4-38,text,true,,2543,6662,75,2340,http://localhost:9090/board/create,43640,0,1
1683455595966,44075,signin,200,,Account 2-370,text,true,,730,628,730,2344,http://localhost:9090/signin,44074,0,0
1683455596298,43747,Get All Invoice,200,,Invoice 1-375,text,true,,2266,198,792,2344,http://localhost:9090/invoice/getAll,43747,0,0
1683455596065,44058,signin,200,,Account 2-371,text,true,,730,604,731,2347,http://localhost:9090/signin,44058,0,1
1683455595983,44305,paypal,200,,payment 5-368,text,true,,453,216,643,2354,http://localhost:9090/pay?id=1,44305,0,1
1683455596398,43895,Get All Invoice,200,,Invoice 1-376,text,true,,2266,198,794,2354,http://localhost:9090/invoice/getAll,43895,0,0
1683455596410,43887,cash,200,,payment 5-167,text,true,,494,220,643,2354,http://localhost:9090/payWithCash?id=2,43887,0,0
1683455596412,43889,cash,200,,payment 5-168,text,true,,494,220,642,2354,http://localhost:9090/payWithCash?id=2,43889,0,0
1683455596419,43888,Update Invoice Status,200,,Invoice 1-175,text,true,,709,592,795,2353,http://localhost:9090/invoice/updateStatus,43888,0,0
1683455596118,44234,change password,200,,Account 2-76,text,true,,455,318,733,2353,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,44234,0,0
1683455596267,44260,signin,200,,Account 2-373,text,true,,730,608,734,2358,http://localhost:9090/signin,44260,0,0
1683455596498,44034,Get All Invoice,200,,Invoice 1-377,text,true,,2266,198,797,2358,http://localhost:9090/invoice/getAll,44033,0,0
1683455596166,44373,signin,200,,Account 2-372,text,true,,730,604,734,2358,http://localhost:9090/signin,44373,0,1
1683455596216,44341,user login,200,,Account 2-170,text,true,,743,610,734,2358,http://localhost:9090/signin,44341,0,0
1683455596582,43978,cash,200,,payment 5-169,text,true,,494,220,643,2358,http://localhost:9090/payWithCash?id=2,43978,0,0
1683455596284,44353,paypal,200,,payment 5-371,text,true,,453,216,643,2361,http://localhost:9090/pay?id=1,44353,0,0
1683455596587,44056,Update Invoice Status,200,,Invoice 1-176,text,true,,709,628,798,2361,http://localhost:9090/invoice/updateStatus,44056,0,0
1683455596593,44052,get by status,200,,Invoice 1-39,text,true,,2266,217,798,2361,http://localhost:9090/invoice/getByStatus?status=UNPAID,44052,0,0
1683455596598,44051,Get All Invoice,200,,Invoice 1-378,text,true,,2266,198,798,2361,http://localhost:9090/invoice/getAll,44051,0,0
1683455596622,44028,get staff info,200,,staff 6-38,text,true,,633,205,45,2361,http://localhost:9090/getStaffInfo/ngochoai,44028,0,1
1683455596083,44587,paypal,200,,payment 5-369,text,true,,453,216,643,2361,http://localhost:9090/pay?id=1,44587,0,0
1683455596366,44394,signin,200,,Account 2-374,text,true,,730,620,736,2363,http://localhost:9090/signin,44394,0,0
1683455596655,44111,Update Invoice Status,200,,Invoice 1-177,text,true,,709,596,799,2364,http://localhost:9090/invoice/updateStatus,44110,0,0
1683455596183,44677,paypal,200,,payment 5-370,text,true,,453,216,645,2366,http://localhost:9090/pay?id=1,44677,0,0
1683455596466,44607,signin,200,,Account 2-375,text,true,,730,640,740,2373,http://localhost:9090/signin,44607,0,0
1683455596699,44377,Get All Invoice,200,,Invoice 1-379,text,true,,2266,198,802,2373,http://localhost:9090/invoice/getAll,44377,0,0
1683455596484,44675,paypal,200,,payment 5-373,text,true,,453,216,648,2375,http://localhost:9090/pay?id=1,44675,0,0
1683455596556,44609,change password,200,,Account 2-77,text,true,,455,318,740,2375,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,44609,0,0
1683455596383,44854,paypal,200,,payment 5-372,text,true,,453,216,649,2378,http://localhost:9090/pay?id=1,44854,0,0
1683455596797,44445,Get All Invoice,200,,Invoice 1-380,text,true,,2266,198,804,2378,http://localhost:9090/invoice/getAll,44445,0,1
1683455596566,44750,signin,200,,Account 2-376,text,true,,730,612,741,2382,http://localhost:9090/signin,44750,0,0
1683455596584,44743,paypal,200,,payment 5-374,text,true,,453,216,650,2382,http://localhost:9090/pay?id=1,44743,0,0
1683455596892,44438,cash,200,,payment 5-170,text,true,,494,220,650,2382,http://localhost:9090/payWithCash?id=2,44438,0,0
1683455596898,44436,Get All Invoice,200,,Invoice 1-381,text,true,,2266,198,805,2381,http://localhost:9090/invoice/getAll,44436,0,0
1683455596898,44440,Update Invoice Status,200,,Invoice 1-178,text,true,,709,600,805,2381,http://localhost:9090/invoice/updateStatus,44440,0,0
1683455596652,44757,user login,200,,Account 2-171,text,true,,743,606,742,2384,http://localhost:9090/signin,44757,0,0
1683455633345,8095,change password,200,,Account 2-154,text,true,,455,318,742,2384,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,8095,0,0
1683455596666,44821,signin,200,,Account 2-377,text,true,,730,636,742,2385,http://localhost:9090/signin,44821,0,0
1683455596683,44950,paypal,200,,payment 5-375,text,true,,453,216,652,2390,http://localhost:9090/pay?id=1,44950,0,0
1683455596998,44639,Get All Invoice,200,,Invoice 1-382,text,true,,2266,198,808,2390,http://localhost:9090/invoice/getAll,44639,0,0
1683455596766,45068,signin,200,,Account 2-378,text,true,,730,628,745,2396,http://localhost:9090/signin,45068,0,0
1683455596731,45140,user login,200,,Account 2-172,text,true,,743,622,746,2397,http://localhost:9090/signin,45140,0,0
1683455597098,44776,Get All Invoice,200,,Invoice 1-383,text,true,,2266,198,810,2397,http://localhost:9090/invoice/getAll,44776,0,0
1683455596784,45142,paypal,200,,payment 5-376,text,true,,453,216,655,2399,http://localhost:9090/pay?id=1,45142,0,0
1683455596865,45174,signin,200,,Account 2-379,text,true,,730,636,747,2402,http://localhost:9090/signin,45174,0,0
1683455596884,45166,paypal,200,,payment 5-377,text,true,,453,216,656,2402,http://localhost:9090/pay?id=1,45166,0,0
1683455600971,41082,update,400,,electricboard 4-20,text,false,,502,233,77,2402,http://localhost:9090/board/update/1,41082,0,0
1683455597195,44859,cash,200,,payment 5-171,text,true,,494,220,656,2402,http://localhost:9090/payWithCash?id=2,44859,0,0
1683455597198,44861,Get All Invoice,200,,Invoice 1-384,text,true,,2266,198,812,2401,http://localhost:9090/invoice/getAll,44861,0,0
1683455597201,44860,Get all by username,200,,Invoice 1-83,text,true,,693,228,812,2401,http://localhost:9090/invoice/getAllByUsername?username=HD11300001,44860,0,0
1683455596951,45128,user login,200,,Account 2-173,text,true,,743,646,748,2402,http://localhost:9090/signin,45127,0,0
1683455597218,44864,get list customer info,200,,customer 3-39,text,true,,2096,204,65,2402,http://localhost:9090/getListCustomersInfo,44864,0,0
1683455596951,45179,change password,200,,Account 2-78,text,true,,455,318,748,2404,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,45179,0,0
1683455597243,44889,create,200,,electricboard 4-39,text,true,,2543,6653,77,2403,http://localhost:9090/board/create,44889,0,1
1683455596966,45266,signin,200,,Account 2-380,text,true,,730,608,748,2407,http://localhost:9090/signin,45266,0,0
1683455597299,44937,Get All Invoice,200,,Invoice 1-385,text,true,,2266,198,814,2407,http://localhost:9090/invoice/getAll,44937,0,0
1683455596983,45281,paypal,200,,payment 5-378,text,true,,453,216,657,2408,http://localhost:9090/pay?id=1,45281,0,0
1683455597084,45318,paypal,200,,payment 5-379,text,true,,453,216,659,2414,http://localhost:9090/pay?id=1,45318,0,1
1683455597110,45478,user login,200,,Account 2-174,text,true,,743,606,752,2419,http://localhost:9090/signin,45478,0,0
1683455597398,45195,Get All Invoice,200,,Invoice 1-386,text,true,,2266,198,817,2419,http://localhost:9090/invoice/getAll,45195,0,0
1683455597067,45547,signin,200,,Account 2-381,text,true,,730,608,752,2420,http://localhost:9090/signin,45547,0,0
1683455597420,45198,Update Invoice Status,200,,Invoice 1-180,text,true,,709,628,818,2420,http://localhost:9090/invoice/updateStatus,45198,0,0
1683455597166,45542,signin,200,,Account 2-382,text,true,,730,628,753,2424,http://localhost:9090/signin,45542,0,0
1683455597266,45498,signin,200,,Account 2-383,text,true,,730,624,753,2424,http://localhost:9090/signin,45498,0,0
1683455597497,45270,Get All Invoice,200,,Invoice 1-387,text,true,,2266,198,819,2425,http://localhost:9090/invoice/getAll,45270,0,0
1683455593684,49117,paypal,200,,payment 5-345,text,true,,453,216,663,2427,http://localhost:9090/pay?id=1,49117,0,0
1683455597182,45621,paypal,200,,payment 5-380,text,true,,453,216,663,2427,http://localhost:9090/pay?id=1,45621,0,1
1683455597598,45208,Get All Invoice,200,,Invoice 1-388,text,true,,2266,198,820,2427,http://localhost:9090/invoice/getAll,45208,0,0
1683455597623,45185,get staff info,200,,staff 6-39,text,true,,633,205,46,2427,http://localhost:9090/getStaffInfo/ngochoai,45185,0,0
1683455597653,45158,cash,200,,payment 5-172,text,true,,494,220,663,2426,http://localhost:9090/payWithCash?id=2,45158,0,0
1683455597283,45592,paypal,200,,payment 5-381,text,true,,453,216,662,2426,http://localhost:9090/pay?id=1,45592,0,1
1683455597675,45205,cash,200,,payment 5-173,text,true,,494,220,662,2426,http://localhost:9090/payWithCash?id=2,45205,0,0
1683455597680,45202,Get all by username,200,,Invoice 1-84,text,true,,693,228,820,2425,http://localhost:9090/invoice/getAllByUsername?username=HD11300001,45202,0,0
1683455597366,45532,signin,200,,Account 2-384,text,true,,730,608,755,2427,http://localhost:9090/signin,45532,0,0
1683455597698,45205,Get All Invoice,200,,Invoice 1-389,text,true,,2266,198,821,2427,http://localhost:9090/invoice/getAll,45204,0,0
1683455597300,45704,user login,200,,Account 2-175,text,true,,743,638,756,2430,http://localhost:9090/signin,45704,0,0
1683455597727,45282,Update Invoice Status,200,,Invoice 1-181,text,true,,709,632,822,2430,http://localhost:9090/invoice/updateStatus,45282,0,0
1683455597383,45805,paypal,200,,payment 5-382,text,true,,453,216,665,2435,http://localhost:9090/pay?id=1,45805,0,0
1683455597416,45959,user login,200,,Account 2-176,text,true,,743,610,760,2442,http://localhost:9090/signin,45959,0,0
1683455597465,45928,signin,200,,Account 2-385,text,true,,730,604,760,2443,http://localhost:9090/signin,45928,0,1
1683455597798,45601,Get All Invoice,200,,Invoice 1-390,text,true,,2266,198,826,2444,http://localhost:9090/invoice/getAll,45601,0,0
1683455597851,45552,cash,200,,payment 5-174,text,true,,494,220,667,2444,http://localhost:9090/payWithCash?id=2,45552,0,0
1683455597565,45907,signin,200,,Account 2-386,text,true,,730,636,761,2444,http://localhost:9090/signin,45907,0,1
1683455597861,45615,Update Invoice Status,200,,Invoice 1-182,text,true,,709,628,826,2444,http://localhost:9090/invoice/updateStatus,45615,0,0
1683455597484,45993,paypal,200,,payment 5-383,text,true,,453,216,666,2444,http://localhost:9090/pay?id=1,45993,0,0
1683455597666,45822,signin,200,,Account 2-387,text,true,,730,624,761,2445,http://localhost:9090/signin,45822,0,0
1683455597898,45595,Get All Invoice,200,,Invoice 1-391,text,true,,2266,198,826,2445,http://localhost:9090/invoice/getAll,45595,0,0
1683455597684,45960,paypal,200,,payment 5-385,text,true,,453,216,668,2450,http://localhost:9090/pay?id=1,45960,0,1
1683455597723,45965,user login,200,,Account 2-177,text,true,,743,622,763,2452,http://localhost:9090/signin,45965,0,0
1683455597997,45697,Get All Invoice,200,,Invoice 1-392,text,true,,2266,198,828,2452,http://localhost:9090/invoice/getAll,45696,0,1
1683455598054,45643,cash,200,,payment 5-175,text,true,,494,220,669,2452,http://localhost:9090/payWithCash?id=2,45643,0,0
1683455597766,46028,signin,200,,Account 2-388,text,true,,730,620,764,2454,http://localhost:9090/signin,46027,0,1
1683455598072,45727,cash,200,,payment 5-176,text,true,,494,220,669,2455,http://localhost:9090/payWithCash?id=2,45727,0,0
1683455598075,45730,Update Invoice Status,200,,Invoice 1-183,text,true,,709,632,830,2454,http://localhost:9090/invoice/updateStatus,45730,0,0
1683455597583,46323,paypal,200,,payment 5-384,text,true,,453,216,669,2457,http://localhost:9090/pay?id=1,46323,0,0
1683455598097,45815,Get All Invoice,200,,Invoice 1-393,text,true,,2266,198,831,2457,http://localhost:9090/invoice/getAll,45814,0,0
1683455597794,46211,change password,200,,Account 2-43,text,true,,455,318,766,2460,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,46211,0,0
1683455597865,46238,signin,200,,Account 2-389,text,true,,730,604,766,2462,http://localhost:9090/signin,46238,0,1
1683455598198,45910,Get All Invoice,200,,Invoice 1-394,text,true,,2266,198,833,2462,http://localhost:9090/invoice/getAll,45910,0,0
1683455598218,45893,get list customer info,200,,customer 3-40,text,true,,2096,204,67,2462,http://localhost:9090/getListCustomersInfo,45893,0,0
1683455597858,46293,user login,200,,Account 2-178,text,true,,743,634,766,2462,http://localhost:9090/signin,46293,0,0
1683455598242,45926,create,200,,electricboard 4-40,text,true,,2543,6650,79,2463,http://localhost:9090/board/create,45925,0,0
1683455597966,46287,signin,200,,Account 2-390,text,true,,730,604,767,2467,http://localhost:9090/signin,46287,0,0
1683455598297,45961,Get All Invoice,200,,Invoice 1-395,text,true,,2266,198,834,2467,http://localhost:9090/invoice/getAll,45960,0,1
1683455597783,46502,paypal,200,,payment 5-386,text,true,,453,216,673,2469,http://localhost:9090/pay?id=1,46502,0,1
1683455597984,46435,paypal,200,,payment 5-388,text,true,,453,216,674,2473,http://localhost:9090/pay?id=1,46435,0,0
1683455598398,46025,Get All Invoice,200,,Invoice 1-396,text,true,,2266,198,836,2473,http://localhost:9090/invoice/getAll,46024,0,0
1683455598412,46014,cash,200,,payment 5-177,text,true,,494,220,674,2473,http://localhost:9090/payWithCash?id=2,46014,0,0
1683455598416,46012,Get all by username,200,,Invoice 1-85,text,true,,693,228,836,2472,http://localhost:9090/invoice/getAllByUsername?username=HD11300001,46012,0,0
1683455598066,46394,signin,200,,Account 2-391,text,true,,730,612,769,2472,http://localhost:9090/signin,46394,0,0
1683455597883,46631,paypal,200,,payment 5-387,text,true,,453,216,674,2475,http://localhost:9090/pay?id=1,46631,0,0
1683455598084,46487,paypal,200,,payment 5-389,text,true,,453,216,674,2476,http://localhost:9090/pay?id=1,46487,0,0
1683455598166,46482,signin,200,,Account 2-392,text,true,,730,604,771,2479,http://localhost:9090/signin,46482,0,1
1683455598498,46154,Get All Invoice,200,,Invoice 1-397,text,true,,2266,198,838,2479,http://localhost:9090/invoice/getAll,46154,0,0
1683455598508,46149,Update Invoice Status,200,,Invoice 1-184,text,true,,709,620,838,2479,http://localhost:9090/invoice/updateStatus,46148,0,0
1683455598510,46148,get customer info,200,,customer 3-19,text,true,,676,210,68,2479,http://localhost:9090/getCustomerInfo/HD11300001,46148,0,0
1683455598183,46485,paypal,200,,payment 5-390,text,true,,453,216,675,2479,http://localhost:9090/pay?id=1,46485,0,1
1683455598265,46574,signin,200,,Account 2-393,text,true,,730,604,773,2484,http://localhost:9090/signin,46574,0,0
1683455598284,46698,paypal,200,,payment 5-391,text,true,,453,216,678,2488,http://localhost:9090/pay?id=1,46698,0,0
1683455598599,46388,Get All Invoice,200,,Invoice 1-398,text,true,,2266,198,841,2489,http://localhost:9090/invoice/getAll,46388,0,1
1683455598624,46365,get staff info,200,,staff 6-40,text,true,,633,205,47,2489,http://localhost:9090/getStaffInfo/ngochoai,46365,0,1
1683455598662,46332,cash,200,,payment 5-178,text,true,,494,220,679,2488,http://localhost:9090/payWithCash?id=2,46332,0,0
1683455598365,46722,signin,200,,Account 2-394,text,true,,730,616,776,2490,http://localhost:9090/signin,46722,0,1
1683455598382,46712,paypal,200,,payment 5-392,text,true,,453,216,679,2490,http://localhost:9090/pay?id=1,46712,0,1
1683455598466,46809,signin,200,,Account 2-395,text,true,,730,612,778,2497,http://localhost:9090/signin,46809,0,0
1683455598694,46585,Update Invoice Status,200,,Invoice 1-185,text,true,,709,592,844,2497,http://localhost:9090/invoice/updateStatus,46585,0,0
1683455598697,46586,Get All Invoice,200,,Invoice 1-399,text,true,,2266,198,844,2498,http://localhost:9090/invoice/getAll,46586,0,1
1683455598474,46833,change password,200,,Account 2-80,text,true,,455,318,778,2499,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,46833,0,0
1683455598483,46837,paypal,200,,payment 5-393,text,true,,453,216,681,2498,http://localhost:9090/pay?id=1,46837,0,0
1683455598470,46850,user login,200,,Account 2-179,text,true,,743,642,777,2498,http://localhost:9090/signin,46850,0,0
1683455598846,46477,cash,200,,payment 5-179,text,true,,494,220,681,2498,http://localhost:9090/payWithCash?id=2,46477,0,0
1683455598797,46527,Get All Invoice,200,,Invoice 1-400,text,true,,2266,198,845,2497,http://localhost:9090/invoice/getAll,46527,0,1
1683455598540,46921,user login,200,,Account 2-180,text,true,,743,638,778,2500,http://localhost:9090/signin,46919,0,0
1683455598565,46910,signin,200,,Account 2-396,text,true,,730,620,779,2501,http://localhost:9090/signin,46910,0,1
1683455598898,46582,Get All Invoice,200,,Invoice 1-401,text,true,,2266,198,846,2501,http://localhost:9090/invoice/getAll,46582,0,0
1683455598925,46557,Get all by username,200,,Invoice 1-87,text,true,,693,228,846,2502,http://localhost:9090/invoice/getAllByUsername?username=HD11300001,46557,0,0
1683455598583,47058,paypal,200,,payment 5-394,text,true,,453,216,683,2507,http://localhost:9090/pay?id=1,47058,0,0
1683455598667,47174,signin,200,,Account 2-397,text,true,,730,636,782,2513,http://localhost:9090/signin,47174,0,0
1683455598997,46849,Get All Invoice,200,,Invoice 1-402,text,true,,2266,198,850,2513,http://localhost:9090/invoice/getAll,46849,0,1
1683455598688,47168,user login,200,,Account 2-181,text,true,,743,614,782,2513,http://localhost:9090/signin,47168,0,0
1683455598683,47178,paypal,200,,payment 5-395,text,true,,453,216,685,2513,http://localhost:9090/pay?id=1,47178,0,1
1683455599097,46767,Get All Invoice,200,,Invoice 1-403,text,true,,2266,198,850,2513,http://localhost:9090/invoice/getAll,46767,0,0
1683455598783,47281,paypal,200,,payment 5-396,text,true,,453,216,687,2519,http://localhost:9090/pay?id=1,47281,0,0
1683455598766,47339,signin,200,,Account 2-398,text,true,,730,632,785,2522,http://localhost:9090/signin,47339,0,0
1683455599198,46911,Get All Invoice,200,,Invoice 1-404,text,true,,2266,198,853,2522,http://localhost:9090/invoice/getAll,46911,0,0
1683455599217,46896,get list customer info,200,,customer 3-41,text,true,,2096,204,68,2522,http://localhost:9090/getListCustomersInfo,46896,0,0
1683455598866,47259,signin,200,,Account 2-399,text,true,,730,632,785,2522,http://localhost:9090/signin,47259,0,0
1683455595165,50972,signin,200,,Account 2-362,text,true,,730,624,785,2522,http://localhost:9090/signin,50972,0,1
1683455598966,47192,signin,200,,Account 2-400,text,true,,730,604,785,2522,http://localhost:9090/signin,47192,0,0
1683455599259,46903,Update Invoice Status,200,,Invoice 1-187,text,true,,709,624,853,2522,http://localhost:9090/invoice/updateStatus,46903,0,0
1683455599242,46934,create,200,,electricboard 4-41,text,true,,2543,6659,81,2523,http://localhost:9090/board/create,46934,0,1
1683455598883,47320,paypal,200,,payment 5-397,text,true,,453,216,689,2525,http://localhost:9090/pay?id=1,47320,0,1
1683455598982,47450,paypal,200,,payment 5-398,text,true,,453,216,691,2533,http://localhost:9090/pay?id=1,47450,0,0
1683455599298,47139,Get All Invoice,200,,Invoice 1-405,text,true,,2266,198,856,2533,http://localhost:9090/invoice/getAll,47139,0,0
1683455599165,47373,signin,200,,Account 2-402,text,true,,730,612,789,2536,http://localhost:9090/signin,47373,0,1
1683455599351,47189,get one by id,200,,electricboard 4-11,text,true,,732,218,82,2536,http://localhost:9090/board/getOneById?electricBoardId=1,47189,0,0
1683455599066,47584,signin,200,,Account 2-401,text,true,,730,612,790,2540,http://localhost:9090/signin,47584,0,1
1683455599255,47552,user login,200,,Account 2-182,text,true,,743,642,792,2546,http://localhost:9090/signin,47552,0,0
1683455599398,47414,Get All Invoice,200,,Invoice 1-406,text,true,,2266,198,860,2546,http://localhost:9090/invoice/getAll,47414,0,0
1683455603142,43673,update,400,,electricboard 4-21,text,false,,502,233,82,2546,http://localhost:9090/board/update/1,43673,0,0
1683455599183,47648,paypal,200,,payment 5-400,text,true,,453,216,695,2546,http://localhost:9090/pay?id=1,47648,0,0
1683455599246,47623,user login,200,,Account 2-147,text,true,,743,638,793,2547,http://localhost:9090/signin,47623,0,0
1683455599497,47376,Get All Invoice,200,,Invoice 1-407,text,true,,2266,198,860,2547,http://localhost:9090/invoice/getAll,47376,0,0
1683455599283,47663,paypal,200,,payment 5-401,text,true,,453,216,696,2549,http://localhost:9090/pay?id=1,47663,0,1
1683455599265,47696,signin,200,,Account 2-403,text,true,,730,640,793,2549,http://localhost:9090/signin,47696,0,1
1683455599280,47694,change password,200,,Account 2-81,text,true,,455,318,794,2550,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,47694,0,0
1683455599583,47396,cash,200,,payment 5-181,text,true,,494,220,696,2549,http://localhost:9090/payWithCash?id=2,47396,0,0
1683455599588,47394,Get all by username,200,,Invoice 1-88,text,true,,693,228,861,2548,http://localhost:9090/invoice/getAllByUsername?username=HD11300001,47394,0,0
1683455599083,47901,paypal,200,,payment 5-399,text,true,,453,216,696,2549,http://localhost:9090/pay?id=1,47901,0,0
1683455599598,47389,Get All Invoice,200,,Invoice 1-408,text,true,,2266,198,861,2549,http://localhost:9090/invoice/getAll,47389,0,0
1683455599349,47896,user login,200,,Account 2-183,text,true,,743,626,795,2558,http://localhost:9090/signin,47896,0,0
1683455599666,47584,Update Invoice Status,200,,Invoice 1-189,text,true,,709,612,864,2558,http://localhost:9090/invoice/updateStatus,47584,0,0
1683455599366,47976,signin,200,,Account 2-404,text,true,,730,624,796,2561,http://localhost:9090/signin,47976,0,0
1683455599383,48012,paypal,200,,payment 5-402,text,true,,453,216,700,2563,http://localhost:9090/pay?id=1,48012,0,0
1683455599698,47702,Get All Invoice,200,,Invoice 1-409,text,true,,2266,198,866,2564,http://localhost:9090/invoice/getAll,47701,0,0
1683455599752,47651,cash,200,,payment 5-180,text,true,,494,220,700,2564,http://localhost:9090/payWithCash?id=2,47651,0,0
1683455599758,47647,Get all by username,200,,Invoice 1-89,text,true,,693,228,866,2563,http://localhost:9090/invoice/getAllByUsername?username=HD11300001,47647,0,0
1683455599764,47644,get by status,200,,Invoice 1-42,text,true,,2266,217,866,2563,http://localhost:9090/invoice/getByStatus?status=UNPAID,47644,0,0
1683455599465,48039,signin,200,,Account 2-405,text,true,,730,612,798,2566,http://localhost:9090/signin,48039,0,1
1683455599513,48045,user login,200,,Account 2-184,text,true,,743,634,798,2566,http://localhost:9090/signin,48045,0,0
